,Name,Rarity,Price
16745,Cyber Phoenix,Common,1.18
16746,Cyber Repair Plant,Common,1.29
16747,Cyber Repair Plant,Ultra Rare,1.29
16748,Cyber Shadow Gardna,Common,1.32
16749,Cyber Twin Dragon,Common,1.39
16750,Cyber Valley,Common,1.29
16751,Cybernetic Fusion Support,Common,1.27
16752,Dark Magic Attack,Common,1.66
16753,Dark Magic Curtain,Common,1.31
16754,Dark Magic Expanded,Common,2.11
16755,Dark Magic Inheritance,Common,2.8
16756,Dark Magical Circle,Ultra Rare,1.56
16757,Dark Magician,Common,1.68
16758,Dark Magician Girl,Common,1.82
16759,Dark Magician Girl the Dragon Knight,Common,4.51
16760,Dark Magician the Dragon Knight,Ultra Rare,3.27
16761,Dark Paladin,Common,1.66
16762,Dark Rebellion Xyz Dragon,Ultra Rare,1.83
16763,Dark Renewal,Common,1.77
16764,Doom Virus Dragon,Common,1.33
16765,Drowning Mirror Force,Common,1.6
16766,Duelist Alliance,Common,1.37
16767,Echo Oscillation,Common,1.28
16768,Eternal Soul,Ultra Rare,3.95
16769,Evolution Burst,Common,1.25
16770,Future Fusion,Common,1.42
16771,Goddess Bow,Common,1.83
16772,Illusion Magic,Common,1.38
16773,Legend of Heart,Common,1.33
16774,Legendary Knight Critias,Common,1.84
16775,Legendary Knight Hermos,Common,1.31
16776,Legendary Knight Timaeus,Common,1.31
16777,Limiter Removal,Common,1.36
16778,Machina Armored Unit,Common,1.29
16779,Machina Fortress,Common,2.03
16780,Magical Exemplar,Common,1.31
16781,Magician Navigation,Ultra Rare,1.74
16782,Magician's Robe,Common,1.46
16783,Magician's Rod,Common,1.53
16784,Mirror Force,Common,1.88
16785,Mirror Force Dragon,Common,1.5
16786,Nobledragon Magician,Common,1.29
16787,Odd-Eyes Absolute Dragon,Common,1.72
16788,Odd-Eyes Advent,Common,1.33
16789,Odd-Eyes Arc Pendulum Dragon,Ultra Rare,7.77
16790,Odd-Eyes Fusion,Common,1.49
16791,Odd-Eyes Gravity Dragon,Common,2.53
16792,Odd-Eyes Meteorburst Dragon,Common,1.42
16793,Odd-Eyes Mirage Dragon,Common,1.26
16794,Odd-Eyes Pendulum Dragon,Common,1.29
16795,Odd-Eyes Pendulum Dragon,Ultra Rare,1.29
16796,Odd-Eyes Persona Dragon,Common,1.52
16797,Odd-Eyes Phantom Dragon,Common,1.76
16798,Odd-Eyes Vortex Dragon,Common,2.93
16799,Overload Fusion,Common,1.35
16800,Pendulum Impenetrable,Common,1.77
16801,Pendulum Reborn,Common,1.27
16802,Pendulum Storm,Common,1.79
16803,Pendulum Switch,Common,1.23
16804,Performapal Gatlinghoul,Common,1.31
16805,Performapal Odd-Eyes Light Phoenix,Common,1.82
16806,Performapal Odd-Eyes Unicorn,Common,1.27
16807,Performapal Rain Goat,Common,1.27
16808,Performapal Skullcrobat Joker,Common,1.69
16809,Performapal U Go Golem,Common,2.05
16810,Pot of Duality,Common,1.78
16811,Pot of Riches,Common,1.28
16812,Power Bond,Common,1.31
16813,Proto-Cyber Dragon,Common,1.35
16814,Quaking Mirror Force,Common,1.99
16815,Red-Eyes Black Dragon Sword,Common,1.36
16816,Reinforcement of the Army,Common,1.44
16817,Rocket Hermos Cannon,Common,1.9
16818,Skilled Dark Magician,Common,1.42
16819,Sky Iris,Common,1.78
16820,Spiral Flame Strike,Common,1.32
16821,Starving Venom Fusion Dragon,Ultra Rare,3.55
16822,Storming Mirror Force,Common,1.84
16823,Supreme King Dragon Clear Wing,Common,1.73
16824,Supreme King Dragon Dark Rebellion,Common,1.53
16825,Supreme King Dragon Odd-Eyes,Common,1.35
16826,Supreme King Dragon Starving Venom,Common,1.6
16827,Swords of Revealing Light,Common,1.38
16828,Terraforming,Common,1.56
16829,The Claw of Hermos,Common,1.98
16830,The Eye of Timaeus,Common,8.23
16831,The Fang of Critias,Common,1.74
16832,Thousand Knives,Common,1.56
16833,Time Magic Hammer,Common,1.82
16834,Tyrant Burst Dragon,Common,1.3
16835,Tyrant Wing,Common,1.3
16836,A Legendary Ocean,Common,1.37
16837,Amazoness Archer,Common,1.82
16838,Amazoness Baby Tiger,Ultra Rare,6.35
16839,Amazoness Call,Rare,3.26
16840,Amazoness Onslaught,Rare,1.66
16841,Amazoness Princess,Super Rare,8.68
16842,Amazoness Swords Woman,Common,2.41
16843,Amazoness Village,Common,2.01
16844,Armoroid,Common,1.24
16845,Bonding - D2O,Rare,1.31
16846,Bonding - DHO,Rare,1.27
16847,Bonding - H2O,Common,1.28
16848,Citadel Whale,Ultra Rare,3.91
16849,Cyberdark Cannon,Rare,1.81
16850,Cyberdark Claw,Rare,1.77
16851,Cyberdark Edge,Common,1.32
16852,Cyberdark Horn,Common,1.29
16853,Cyberdark Inferno,Super Rare,2.23
16854,Cyberdark Keel,Common,1.28
16855,Cyberdarkness Dragon,Super Rare,5.12
16856,Duoterion,Super Rare,3.65
16857,Emergeroid Call,Ultra Rare,1.77
16858,Expressroid,Common,1.4
16859,Gearfried the Red-Eyes Iron Knight,Ultra Rare,15.73
16860,Hydrogeddon,Common,1.2
16861,Inferno Fire Blast,Common,1.34
16862,Leotaur,Common,1.25
16863,Megaroid City,Rare,1.29
16864,Mixeroid,Rare,1.31
16865,Monster Reincarnation,Common,1.43
16866,Oxygeddon,Common,1.2
16867,Rage of Kairyu-Shin,Rare,1.37
16868,Red-Eyes Baby Dragon,Ultra Rare,24.49
16869,Red-Eyes Black Dragon,Common,2.68
16870,Red-Eyes Fang with Chain,Ultra Rare,45405.77
16871,Red-Eyes Fusion,Common,1.74
16872,Red-Eyes Retro Dragon,Common,1.55
16873,Red-Eyes Slash Dragon,Ultra Rare,15.51
16874,Riryoku,Common,1.3
16875,Sea Stealth Attack,Rare,2.48
16876,Sergeant Electro,Common,1.29
16877,Sphere Kuriboh,Common,1.61
16878,Super Vehicroid - Mobile Base,Super Rare,1.84
16879,The Golden Apples,Common,1.28
16880,The Legendary Fisherman,Common,1.25
16881,The Legendary Fisherman II,Super Rare,5.58
16882,The Legendary Fisherman III,Common,1.31
16883,Vehicroid Connection Zone,Common,1.34
16884,Water Dragon,Common,1.3
16885,Water Dragon Cluster,Super Rare,1.98
16886,Wonder Balloons,Common,1.26
16887,Yomi Ship,Common,1.29
16888,Ancient Gear Frame,Rare,3.49
16889,Ancient Gear Fusion,Ultra Rare,5.16
16890,Ancient Gear Golem,Common,1.32
16891,Ancient Gear Golem - Ultimate Pound,Common,1.4
16892,Ancient Gear Megaton Golem,Super Rare,6.6
16893,Armed Dragon Catapult Cannon,Super Rare,7.95
16894,Armed Dragon LV3,Common,1.34
16895,Armed Dragon LV5,Common,1.51
16896,Armed Dragon LV7,Common,1.66
16897,BM-4 Blast Spider,Rare,2.15
16898,Barrel Dragon,Common,1.97
16899,Black Illusion Ritual,Common,1.35
16900,Blast Sphere,Common,1.49
16901,Cocoon of Ultra Evolution,Ultra Rare,13.43
16902,Corrosive Scales,Rare,1.28
16903,Cross-Dimensional Duel,Super Rare,2.12
16904,Crystal Beast Ruby Carbuncle,Common,1.34
16905,Crystal Beast Sapphire Pegasus,Common,1.35
16906,Crystal Bond,Ultra Rare,6.74
16907,Crystal Release,Common,1.86
16908,Crystal Tree,Common,1.74
16909,Desperado Barrel Dragon,Ultra Rare,5.56
16910,Heavy Metal Raiders,Super Rare,5.78
16911,Illusionist Faceless Magician,Rare,2.18
16912,Insect Queen,Common,1.3
16913,Instant Fusion,Common,1.86
16914,Limiter Removal,Common,1.85
16915,Metamorphosed Insect Queen,Super Rare,4.2
16916,Millennium-Eyes Illusionist,Ultra Rare,9.17
16917,Millennium-Eyes Restrict,Ultra Rare,3.99
16918,Mimicat,Rare,3.43
16919,Ojama Pajama,Rare,3.67
16920,Ojamagic,Common,1.42
16921,Ojamassimilation,Rare,2.95
16922,Ojamatch,Rare,1.98
16923,Panzer Dragon,Common,1.35
16924,Parasite Paranoid,Rare,1.95
16925,Perfectly Ultimate Great Moth,Common,1.32
16926,Pinch Hopper,Common,1.32
16927,Proton Blast,Super Rare,2.12
16928,Rainbow Bridge,Ultra Rare,8.82
16929,Rainbow Dragon,Common,1.57
16930,Rainbow Overdragon,Super Rare,3.21
16931,Relinquished,Common,1.37
16932,Relinquished Fusion,Ultra Rare,7.79
16933,Thousand-Eyes Restrict,Common,3.88
16934,Time Machine,Common,1.32
16935,Toon Kingdom,Rare,14.72
16936,Ultimate Ancient Gear Golem,Common,1.37
16937,Ultimate Crystal Magic,Super Rare,4.09
16938,VWXYZ-Dragon Catapult Cannon,Common,1.29
16939,Vortex Trooper,Common,1.84
16940,Worm Bait,Common,1.75
16941,Abyss Shark,Ultra Rare,6.12
16942,Bahamut Shark,Rare,1.45
16943,Barian's Chaos Draw,Super Rare,1.81
16944,Buzzsaw Shark,Common,1.12
16945,CXyz N.As.Ch. Knight,Super Rare,1.28
16946,Citadel Whale,Common,2.03
16947,Crystal Shark,Super Rare,1.48
16948,Cyber Shark,Common,2.1
16949,Doom Kraken,Super Rare,1.45
16950,Double Fin Shark,Rare,1.15
16951,Electric Jellyfish,Super Rare,2.03
16952,Fish Sonar,Ultra Rare,11.37
16953,Forbidden Droplet,Ultra Rare,18.98
16954,Frostosaurus,Common,1.93
16955,Full Armored Black Ray Lancer,Common,2.01
16956,Fury of Kairyu-Shin,Common,2.13
16957,Kairyu-Shin's Dark Reef,Rare,1.98
16958,"Lemuria, the Forgotten City",Common,1.89
16959,Levia-Dragon - Daedalus,Rare,1.97
16960,Marincess Aqua Argonaut,Ultra Rare,1.75
16961,Marincess Battle Ocean,Common,1.98
16962,Marincess Blue Tang,Common,1.15
16963,Marincess Bubble Ring,Rare,1.76
16964,Marincess Circulation,Rare,1.87
16965,Marincess Coral Anemone,Rare,1.32
16966,Marincess Coral Triangle,Ultra Rare,1.86
16967,Marincess Crystal Heart,Common,1.81
16968,Marincess Dive,Ultra Rare,7.71
16969,Marincess Marbled Rock,Common,2.01
16970,Marincess Pascalus,Common,1.96
16971,Marincess Sea Angel,Common,1.92
16972,Marincess Sea Horse,Common,1.84
16973,Marincess Sleepy Maiden,Rare,1.2
16974,Marincess Springirl,Super Rare,4.26
16975,Marincess Wave,Common,1.15
16976,Marincess Wonder Heart,Common,1.91
16977,Mega Fortress Whale,Ultra Rare,1.37
16978,N.As.H. Knight,Super Rare,1.29
16979,Number 101: Silent Honor ARK,Ghost Rare,23.66
16980,Number 106: Giant Hand,Super Rare,1.49
16981,Number 71: Rebarian Shark,Common,2.28
16982,Number C101: Silent Honor DARK,Common,1.95
16983,Ocean Dragon Lord - Kairyu-Shin,Ultra Rare,2.37
16984,Rage of Kairyu-Shin,Common,2.01
16985,Rank-Up-Magic - The Seventh One,Common,2.02
16986,Rank-Up-Magic Quick Chaos,Common,1.12
16987,Saber Shark,Common,1.85
16988,Sea Stealth Attack,Common,1.81
16989,Sea Stealth II,Rare,1.77
16990,Seventh Ascension,Ultra Rare,1.99
16991,Seventh Eternity,Rare,1.82
16992,Silent Angler,Common,1.81
16993,The Legendary Fisherman,Common,2.11
16994,The Legendary Fisherman II,Common,1.96
16995,The Legendary Fisherman III,Common,1.13
16996,Torrential Tribute,Common,1.25
16997,Xyz Remora,Common,2.08
16998,"Ascator, Dawnwalker",Ultra Rare,3.25
16999,Call of the Earthbound,Common,1.92
17000,Curse Necrofear,Ultra Rare,18.82
17001,Dark Calling,Common,1.5
17002,Dark Fusion,Common,1.33
17003,Dark Necrofear,Common,1.82
17004,Dark Sanctuary,Rare,1.36
17005,Dark Spirit of Banishment,Super Rare,2.52
17006,Dark Spirit of Malice,Super Rare,3.7
17007,Dark Spirit's Mastery,Ultra Rare,6.26
17008,Diabound Kernel,Common,1.85
17009,Doomcaliber Knight,Common,1.3
17010,Earthbound Geoglyph,Super Rare,2.26
17011,Earthbound Greater Linewalker,Ultra Rare,1.98
17012,Earthbound Immortal Ccapac Apu,Rare,1.28
17013,Earthbound Immortal Revival,Common,1.85
17014,Earthbound Immortal Wiraqocha Rasca,Common,1.18
17015,Evil HERO Adusted Gold,Ultra Rare,13.56
17016,Evil HERO Infernal Gainer,Common,1.8
17017,Evil HERO Infernal Prodigy,Common,1.7
17018,Evil HERO Malicious Bane,Ultra Rare,11.27
17019,Evil HERO Malicious Edge,Common,1.23
17020,Evil HERO Malicious Fiend,Common,1.82
17021,Evil HERO Sinister Necrom,Ultra Rare,2.81
17022,Evil Mind,Rare,1.82
17023,Fire Ant Ascator,Common,1.44
17024,Gimmick Puppet Bisque Doll,Super Rare,3.27
17025,Gimmick Puppet Des Troy,Common,1.87
17026,Gimmick Puppet Dreary Doll,Common,1.75
17027,Gimmick Puppet Gigantes Doll,Super Rare,1.87
17028,Gimmick Puppet Humpty Dumpty,Common,1.76
17029,Gimmick Puppet Magnet Doll,Common,1.33
17030,Gimmick Puppet Terror Baby,Rare,1.43
17031,Junk Puppet,Common,1.38
17032,Moon Dragon Quilla,Common,1.86
17033,Number 40: Gimmick Puppet of Strings,Common,1.28
17034,Oracle of the Sun,Common,1.91
17035,Perform Puppet,Rare,1.87
17036,Predaplanning,Rare,1.76
17037,Predaplant Chlamydosundew,Common,1.47
17038,Predaplant Dragostapelia,Common,1.62
17039,Predaplant Drosophyllum Hydra,Common,1.8
17040,Predaplant Heliamphorhynchus,Super Rare,1.88
17041,Predaplant Triphyoverutum,Super Rare,3.77
17042,Predaplast,Common,1.85
17043,Predaponics,Common,1.79
17044,Predapractice,Ultra Rare,3.26
17045,Predaprime Fusion,Rare,1.48
17046,Puppet Parade,Common,1.2
17047,Roar of the Earthbound Immortal,Common,1.9
17048,Sentence of Doom,Super Rare,1.75
17049,Starving Venom Fusion Dragon,Rare,2.18
17050,Sun Dragon Inti,Common,1.85
17051,Supay,Common,1.21
17052,"Supay, Duskwalker",Ultra Rare,7.53
17053,Supreme King's Castle,Rare,1.35
17054,Ultimate Earthbound Immortal,Rare,1.31
17055,Zoma the Spirit,Common,1.2
17056,A Hero Lives,Common,1.33
17057,Accel Synchron,Common,1.26
17058,Apprentice Illusion Magician,Super Rare,3.12
17059,Chronograph Sorcerer,Common,1.34
17060,Cosmic Blazar Dragon,Common,1.28
17061,Dark Magical Circle,Common,1.52
17062,Dark Magician Girl,Common,1.64
17063,Dododo Buster,Common,1.2
17064,Dodododwarf Gogogoglove,Rare,1.5
17065,Doppelwarrior,Common,1.29
17066,Elemental HERO Honest Neos,Super Rare,2.96
17067,Elemental HERO Liquid Soldier,Ultra Rare,12.47
17068,Elemental HERO Sunrise,Ultra Rare,5.93
17069,Favorite Hero,Ultra Rare,3.26
17070,Future Drive,Rare,1.28
17071,Gagaga Samurai,Common,1.23
17072,Gagagaga Magician,Super Rare,3.04
17073,Generation Next,Super Rare,1.55
17074,Gogogo Giant,Common,1.18
17075,Halfway to Forever,Common,1.16
17076,Harmonizing Magician,Common,1.37
17077,Illusion Magic,Common,1.31
17078,Jet Synchron,Common,1.93
17079,Junk Converter,Super Rare,3.37
17080,Magician Navigation,Rare,1.53
17081,Magician of Dark Illusion,Rare,2.06
17082,Magician's Rod,Common,1.58
17083,Magicians' Combination,Ultra Rare,2.36
17084,Magicians' Souls,Ultra Rare,27.38
17085,Magistery Alchemist,Super Rare,1.37
17086,Miracle Fusion,Common,1.33
17087,Neo-Spacian Aqua Dolphin,Common,1.3
17088,Number F0: Utopic Future,Common,1.33
17089,Odd-Eyes Wizard Dragon,Rare,1.29
17090,Onomatopaira,Common,1.76
17091,Onomatopickup,Rare,1.34
17092,Pendulum Dimension,Common,1.87
17093,Performapal Celestial Magician,Super Rare,2.11
17094,Performapal Pendulum Sorcerer,Common,1.3
17095,Performapal Popperup,Rare,1.77
17096,Quickdraw Synchron,Common,1.33
17097,Satellite Synchron,Super Rare,2.2
17098,Satellite Warrior,Ultra Rare,2.23
17099,Scrap-Iron Signal,Rare,1.29
17100,Secrets of Dark Magic,Rare,1.72
17101,Skyscraper,Common,1.27
17102,Smile Action,Common,1.19
17103,Soul Servant,Ultra Rare,11.65
17104,Spiral Flame Strike,Common,1.32
17105,Supreme King Z-ARC,Common,1.26
17106,Synchro Chase,Ultra Rare,1.66
17107,The Dark Magicians,Ultra Rare,26.44
17108,Timegazer Magician,Common,1.23
17109,Tuning,Common,1.3
17110,Winged Kuriboh,Common,1.28
17111,Zubababancho Gagagacoat,Rare,1.35
17112,A Wild Monster Appears!,Rare,1.99
17113,Amplifier,Common,1.8
17114,Ancient Chant,Ultra Rare,39.86
17115,Blaze Cannon,Ultra Rare,2.75
17116,Boon of the Meklord Emperor,Common,1.89
17117,Brain Control,Common,1.9
17118,Chaos Infinity,Common,2.06
17119,Cosmos Channelling,Rare,1.77
17120,Cyber Energy Shock,Rare,1.77
17121,Egyptian God Slime,Ultra Rare,72.65
17122,Everlasting Alloy,Rare,1.74
17123,Guardian Slime,Ultra Rare,8.51
17124,Holding Arms,Common,1.87
17125,Holding Legs,Common,1.82
17126,Jinzo,Common,1.37
17127,Jinzo - Jector,Common,1.23
17128,Jinzo - Lord,Common,1.81
17129,Jinzo - Returner,Common,1.26
17130,Jinzo the Machine Menace,Ultra Rare,2.29
17131,Juragedo,Common,1.8
17132,Law of the Cosmos,Super Rare,1.6
17133,Left Arm Offering,Common,2.05
17134,Makyura the Destructor,Rare,2.09
17135,Meklord Army Deployer Obbligato,Super Rare,1.32
17136,Meklord Army of Granel,Common,1.91
17137,Meklord Army of Skiel,Common,1.91
17138,Meklord Army of Wisel,Common,1.95
17139,Meklord Assembly,Super Rare,1.3
17140,Meklord Astro Dragon Asterisk,Common,1.89
17141,Meklord Astro Dragon Triskelion,Ultra Rare,1.31
17142,Meklord Astro Mekanikle,Common,1.81
17143,Meklord Astro the Eradicator,Rare,1.99
17144,Meklord Deflection,Rare,1.87
17145,Meklord Emperor Granel,Common,2.0
17146,Meklord Emperor Skiel,Common,2.04
17147,Meklord Emperor Wisel,Common,1.79
17148,Meklord Emperor Wisel - Synchro Absorption,Super Rare,1.3
17149,Meklord Fortress,Common,2.17
17150,Meklord Nucleus Infinity Core,Super Rare,1.35
17151,Metal Reflect Slime,Common,1.28
17152,Millennium Revelation,Super Rare,2.72
17153,Mind Control,Common,1.31
17154,Monster Reborn,Common,1.69
17155,Mound of the Bound Creator,Rare,1.3
17156,Psychic Bounder,Super Rare,1.86
17157,Psychic Megacyber,Rare,1.78
17158,Psychic Shockwave,Common,1.97
17159,Ra's Disciple,Common,1.8
17160,Reactor Slime,Rare,2.06
17161,Reboot,Common,1.97
17162,Sun God Unification,Super Rare,1.72
17163,The Resolute Meklord Army,Common,1.89
17164,The True Name,Ultra Rare,1.72
17165,The Winged Dragon of Ra,Ultra Rare,21.24
17166,The Winged Dragon of Ra,Ghost Rare,21.63
17167,Token Stampede,Common,2.01
17168,Token Sundae,Common,2.02
17169,White Aura Bihamut,Ultra Rare,2.35
17170,A Legendary Ocean,Common,1.39
17171,Advanced Dark,Common,1.84
17172,Amazoness Baby Tiger,Ultra Rare,1.75
17173,Amazoness Call,Ultra Rare,1.72
17174,Amazoness Onslaught,Common,1.31
17175,Amazoness Princess,Common,4.35
17176,Ancient City - Rainbow Ruins,Common,1.24
17177,Ancient Gear Catapult,Common,1.72
17178,Ancient Gear Frame,Common,2.93
17179,Ancient Gear Fusion,Secret Rare,8.11
17180,Ancient Gear Gadget,Common,1.85
17181,Ancient Gear Golem,Common,1.9
17182,Ancient Gear Golem - Ultimate Pound,Common,1.92
17183,Ancient Gear Hydra,Common,2.03
17184,Ancient Gear Megaton Golem,Ultra Rare,2.0
17185,Ancient Gear Reactor Dragon,Common,2.7
17186,Ancient Gear Wyvern,Common,2.4
17187,Barrel Dragon,Common,1.79
17188,Black Dragon's Chick,Common,1.89
17189,Black Illusion Ritual,Common,1.6
17190,Black Metal Dragon,Common,2.43
17191,Black Skull Dragon,Common,2.11
17192,Blue-Eyes Toon Dragon,Common,2.04
17193,Cards of the Red Stone,Common,1.4
17194,Citadel Whale,Ultra Rare,1.3
17195,Corrosive Scales,Common,1.77
17196,Counter Gem,Common,1.75
17197,Cross-Dimensional Duel,Common,1.85
17198,Crystal Abundance,Common,1.77
17199,Crystal Beacon,Common,1.25
17200,Crystal Beast Amber Mammoth,Common,1.25
17201,Crystal Beast Amethyst Cat,Common,1.83
17202,Crystal Beast Cobalt Eagle,Common,1.27
17203,Crystal Beast Emerald Tortoise,Common,1.25
17204,Crystal Beast Ruby Carbuncle,Common,1.28
17205,Crystal Beast Sapphire Pegasus,Common,1.29
17206,Crystal Beast Topaz Tiger,Common,1.27
17207,Crystal Blessing,Common,1.88
17208,Crystal Bond,Ultra Rare,2.47
17209,Crystal Conclave,Common,1.92
17210,Crystal Release,Common,1.85
17211,Crystal Tree,Common,1.86
17212,"Curse of Dragon, the Cursed Dragon",Ultra Rare,1.41
17213,Cyberdark Cannon,Common,1.83
17214,Cyberdark Claw,Common,1.23
17215,Cyberdark Dragon,Common,1.27
17216,Cyberdark Edge,Common,1.81
17217,Cyberdark Horn,Common,1.15
17218,Cyberdark Impact!,Common,1.9
17219,Cyberdark Inferno,Common,1.27
17220,Cyberdark Keel,Common,1.85
17221,Cyberdarkness Dragon,Common,1.78
17222,Desperado Barrel Dragon,Ultra Rare,1.74
17223,Emergeroid Call,Common,1.78
17224,Fury of Kairyu-Shin,Ultra Rare,2.1
17225,Gearfried the Red-Eyes Iron Knight,Secret Rare,12.66
17226,Heavy Metal Raiders,Ultra Rare,1.52
17227,Illusionist Faceless Magician,Common,1.34
17228,Inferno Fire Blast,Common,2.37
17229,Machina Resavenger,Ultra Rare,1.95
17230,Malefic Red-Eyes Black Dragon,Common,1.29
17231,Manga Ryu-Ran,Common,1.29
17232,Megaroid City,Common,1.18
17233,Melffy Rabby,Ultra Rare,1.63
17234,Metamorphosed Insect Queen,Common,1.89
17235,Meteor Black Dragon,Common,1.31
17236,Millennium-Eyes Illusionist,Ultra Rare,2.64
17237,Millennium-Eyes Restrict,Secret Rare,28.98
17238,Mixeroid,Common,1.78
17239,Parasite Paranoid,Common,1.6
17240,Proton Blast,Common,1.96
17241,Rage of Kairyu-Shin,Common,1.91
17242,Rainbow Bridge,Ultra Rare,3.17
17243,Rainbow Dark Dragon,Common,1.28
17244,Rainbow Dragon,Common,1.53
17245,Rainbow Gravity,Common,1.84
17246,Rainbow Overdragon,Ultra Rare,2.13
17247,Rainbow Path,Common,1.96
17248,Rainbow Refraction,Common,1.91
17249,Rare Value,Common,1.82
17250,Red-Eyes Baby Dragon,Secret Rare,24.99
17251,Red-Eyes Black Dragon,Ultra Rare,2.93
17252,Red-Eyes Darkness Dragon,Common,1.66
17253,Red-Eyes Darkness Metal Dragon,Common,1.75
17254,Red-Eyes Fang with Chain,Secret Rare,11.24
17255,Red-Eyes Flare Metal Dragon,Ultra Rare,4.73
17256,Red-Eyes Fusion,Common,2.79
17257,Red-Eyes Insight,Common,6.94
17258,Red-Eyes Retro Dragon,Common,1.58
17259,Red-Eyes Slash Dragon,Secret Rare,15.99
17260,Red-Eyes Toon Dragon,Common,4.39
17261,Red-Eyes Wyvern,Common,2.54
17262,Relinquished,Common,1.57
17263,Relinquished Fusion,Ultra Rare,2.27
17264,Return of the Red-Eyes,Common,1.3
17265,Sea Stealth Attack,Common,1.48
17266,Super Vehicroid - Mobile Base,Common,1.79
17267,The Black Stone of Legend,Common,7.22
17268,The Legendary Fisherman II,Common,1.85
17269,Thousand-Eyes Restrict,Common,2.62
17270,Time Machine,Common,1.85
17271,Toon Alligator,Common,1.81
17272,Toon Ancient Gear Golem,Common,1.91
17273,Toon Barrel Dragon,Common,1.35
17274,Toon Buster Blader,Common,1.38
17275,Toon Cannon Soldier,Common,1.66
17276,Toon Cyber Dragon,Common,1.74
17277,Toon Dark Magician,Common,4.07
17278,Toon Dark Magician Girl,Common,1.49
17279,Toon Defense,Common,1.86
17280,Toon Gemini Elf,Common,1.98
17281,Toon Goblin Attack Force,Common,1.31
17282,Toon Masked Sorcerer,Common,1.39
17283,Toon Mermaid,Common,1.72
17284,Toon Summoned Skull,Common,1.61
17285,Toon Table of Contents,Ultra Rare,5.02
17286,Toon World,Ultra Rare,1.6
17287,Ultimate Ancient Gear Golem,Common,1.3
17288,Ultimate Crystal Magic,Ultra Rare,2.18
17289,Vehicroid Connection Zone,Common,1.92
17290,Abyss Actor - Comic Relief,Common,1.2
17291,Abyss Actor - Extras,Common,1.28
17292,Abyss Actor - Mellow Madonna,Common,1.24
17293,Abyss Actor - Wild Hope,Common,1.26
17294,Abyss Actors' Curtain Call,Common,1.17
17295,Abyss Playhouse - Fantastic Theater,Common,1.75
17296,Abyss Script - Romantic Terror,Common,1.79
17297,Alluring Mirror Split,Common,1.32
17298,Barrage Blast,Common,1.72
17299,Beacon of White,Common,1.17
17300,"Bingo Machine, Go!!!",Secret Rare,28.98
17301,Bird of Roses,Common,1.22
17302,Black Garden,Common,1.31
17303,Black Rose Dragon,Ultra Rare,1.63
17304,Black Rose Moonlight Dragon,Ultra Rare,3.17
17305,Blackbird Close,Common,1.18
17306,Blackwing - Auster the South Wind,Common,1.53
17307,Blackwing - Gust the Backblast,Common,1.23
17308,Blackwing - Nothung the Starlight,Common,1.37
17309,Blackwing - Pinaki the Waxing Moon,Common,1.26
17310,Blackwing - Simoon the Poison Wind,Ultra Rare,2.02
17311,Blackwing Full Armor Master,Secret Rare,4.06
17312,Blackwing Tamer - Obsidian Hawk Joe,Common,1.39
17313,Blooming of the Darkest Rose,Common,1.78
17314,Blue Rose Dragon,Ultra Rare,1.34
17315,Blue-Eyes Abyss Dragon,Secret Rare,11.58
17316,Blue-Eyes Alternative White Dragon,Ultra Rare,10.39
17317,Blue-Eyes Chaos Dragon,Secret Rare,15.42
17318,Blue-Eyes Chaos MAX Dragon,Ultra Rare,3.06
17319,Blue-Eyes Solid Dragon,Ultra Rare,1.99
17320,Blue-Eyes Spirit Dragon,Ultra Rare,2.63
17321,Blue-Eyes Twin Burst Dragon,Ultra Rare,2.89
17322,Blue-Eyes Ultimate Dragon,Ultra Rare,2.67
17323,Blue-Eyes White Dragon,Ultra Rare,3.57
17324,Burst Stream of Destruction,Common,1.17
17325,Chaos Form,Common,1.5
17326,Crossrose Dragon,Ultra Rare,1.35
17327,Cyber Angel Izana,Common,1.71
17328,Cyber Dragon Nachster,Ultra Rare,1.73
17329,Cyber Dragon Sieger,Common,3.41
17330,Cyber Egg Angel,Common,1.24
17331,Cyber Eternity Dragon,Ultra Rare,3.03
17332,Cyber Harpie Lady,Common,1.5
17333,Cyber Pharos,Common,1.23
17334,Cyber Shield,Common,1.68
17335,Cyberload Fusion,Ultra Rare,1.74
17336,Cybernetic Revolution,Common,1.73
17337,Dark Rose Fairy,Common,1.27
17338,Decoy Dragon,Common,1.25
17339,Dragon Shrine,Common,1.38
17340,Dragon Spirit of White,Common,1.44
17341,Elegant Egotist,Common,1.22
17342,Fallen Angel of Roses,Common,1.79
17343,Flying Pegasus Railroad Stampede,Common,1.7
17344,Frozen Rose,Ultra Rare,1.63
17345,Galaxy Knight,Ultra Rare,1.46
17346,Galaxy Wizard,Common,2.02
17347,Galaxy Zero,Common,2.11
17348,Galaxy-Eyes Afterglow Dragon,Secret Rare,6.23
17349,Galaxy-Eyes Photon Dragon,Ultra Rare,4.46
17350,Garden Rose Maiden,Secret Rare,9.46
17351,Glowing Crossbow,Common,1.17
17352,Harpie Channeler,Ultra Rare,1.87
17353,Harpie Conductor,Common,1.5
17354,Harpie Dancer,Common,1.31
17355,Harpie Harpist,Common,1.52
17356,Harpie Lady 1,Common,1.26
17357,Harpie Lady 2,Common,1.84
17358,Harpie Lady 3,Common,1.21
17359,Harpie Lady Elegance,Common,1.81
17360,Harpie Lady Phoenix Formation,Common,1.66
